X,Y,id,type,name,floor
202.078062566335,409.988733672423,1,walk,"1",1
203.078062566335,409.988733672423,1,walk,"1",1
204.078062566335,409.988733672423,1,walk,"1",1
205.078062566335,409.988733672423,1,walk,"1",1
206.078062566335,409.988733672423,1,walk,"1",1
207.078062566335,409.988733672423,1,walk,"1",1
208.078062566335,409.988733672423,1,walk,"1",1
209.078062566335,409.988733672423,1,walk,"1",1
210.078062566335,409.988733672423,1,walk,"1",1
211.078062566335,409.988733672423,1,walk,"1",1
212.078062566335,409.988733672423,1,walk,"1",1
213.078062566335,409.988733672423,1,walk,"1",1
214.078062566335,409.988733672423,1,walk,"1",1
215.078062566335,409.988733672423,1,walk,"1",1
216.078062566335,409.988733672423,1,walk,"1",1
217.078062566335,409.988733672423,1,walk,"1",1
218.078062566335,409.988733672423,1,walk,"1",1
219.078062566335,409.988733672423,1,walk,"1",1
220.078062566335,409.988733672423,1,walk,"1",1
221.078062566335,409.988733672423,1,walk,"1",1
222.078062566335,409.988733672423,1,walk,"1",1
223.078062566335,409.988733672423,1,walk,"1",1
224.078062566335,409.988733672423,1,walk,"1",1
225.078062566335,409.988733672423,1,walk,"1",1
226.078062566335,409.988733672423,1,walk,"1",1
227.078062566335,409.988733672423,1,walk,"1",1
228.078062566335,409.988733672423,1,walk,"1",1
229.078062566335,409.988733672423,1,walk,"1",1
230.078062566335,409.988733672423,1,walk,"1",1
231.078062566335,409.988733672423,1,walk,"1",1
232.078062566335,409.988733672423,1,walk,"1",1
233.078062566335,409.988733672423,1,walk,"1",1
234.078062566335,409.988733672423,1,walk,"1",1
235.078062566335,409.988733672423,1,walk,"1",1
236.078062566335,409.988733672423,1,walk,"1",1
237.078062566335,409.988733672423,1,walk,"1",1
238.078062566335,409.988733672423,1,walk,"1",1
239.078062566335,409.988733672423,1,walk,"1",1
240.078062566335,409.988733672423,1,walk,"1",1
241.078062566335,409.988733672423,1,walk,"1",1
242.078062566335,409.988733672423,1,walk,"1",1
243.078062566335,409.988733672423,1,walk,"1",1
244.078062566335,409.988733672423,1,walk,"1",1
245.078062566335,409.988733672423,1,walk,"1",1
246.078062566335,409.988733672423,1,walk,"1",1
247.078062566335,409.988733672423,1,walk,"1",1
247.913740928329,409.989580668671,1,walk,"1",1
246.913794064704,409.999889399224,1,walk,"1",1
245.913847201078,410.010198129777,1,walk,"1",1
244.913900337453,410.020506860329,1,walk,"1",1
243.913953473827,410.030815590882,1,walk,"1",1
242.914006610202,410.041124321435,1,walk,"1",1
241.914059746576,410.051433051988,1,walk,"1",1
240.914112882951,410.061741782541,1,walk,"1",1
239.914166019326,410.072050513094,1,walk,"1",1
238.9142191557,410.082359243646,1,walk,"1",1
237.914272292075,410.092667974199,1,walk,"1",1
236.914325428449,410.102976704752,1,walk,"1",1
235.914378564824,410.113285435305,1,walk,"1",1
234.914431701198,410.123594165858,1,walk,"1",1
234.436208672969,410.653074679433,1,walk,"1",1
234.430803346531,411.65306007055,1,walk,"1",1
234.425398020092,412.653045461666,1,walk,"1",1
234.419992693654,413.653030852782,1,walk,"1",1
234.414587367215,414.653016243899,1,walk,"1",1
234.409182040777,415.653001635015,1,walk,"1",1
234.403776714339,416.652987026131,1,walk,"1",1
234.3983713879,417.652972417248,1,walk,"1",1
234.392966061462,418.652957808364,1,walk,"1",1
234.387560735023,419.65294319948,1,walk,"1",1
234.382155408585,420.652928590597,1,walk,"1",1
234.376750082146,421.652913981713,1,walk,"1",1
234.371344755708,422.652899372829,1,walk,"1",1
234.365939429269,423.652884763946,1,walk,"1",1
234.360534102831,424.652870155062,1,walk,"1",1
234.355128776392,425.652855546179,1,walk,"1",1
234.349723449954,426.652840937295,1,walk,"1",1
234.344318123515,427.652826328411,1,walk,"1",1
234.338912797077,428.652811719528,1,walk,"1",1
234.333507470638,429.652797110644,1,walk,"1",1
234.3281021442,430.65278250176,1,walk,"1",1
234.322696817762,431.652767892877,1,walk,"1",1
234.317291491323,432.652753283993,1,walk,"1",1
234.311886164885,433.652738675109,1,walk,"1",1
234.306480838446,434.652724066226,1,walk,"1",1
234.301075512008,435.652709457342,1,walk,"1",1
196.004660582336,416.138235057399,2,walk,"2",2
197.004653970832,416.141871396994,2,walk,"2",2
198.004647359327,416.145507736588,2,walk,"2",2
199.004640747822,416.149144076183,2,walk,"2",2
200.004634136317,416.152780415777,2,walk,"2",2
201.004627524813,416.156416755372,2,walk,"2",2
202.004620913308,416.160053094966,2,walk,"2",2
203.004614301803,416.163689434561,2,walk,"2",2
204.004607690299,416.167325774155,2,walk,"2",2
205.004601078794,416.17096211375,2,walk,"2",2
206.004594467289,416.174598453344,2,walk,"2",2
207.004587855785,416.178234792939,2,walk,"2",2
208.00458124428,416.181871132533,2,walk,"2",2
209.004574632775,416.185507472128,2,walk,"2",2
210.004568021271,416.189143811722,2,walk,"2",2
211.004561409766,416.192780151317,2,walk,"2",2
212.004554798261,416.196416490912,2,walk,"2",2
213.004548186757,416.200052830506,2,walk,"2",2
214.004541575252,416.203689170101,2,walk,"2",2
215.004534963747,416.207325509695,2,walk,"2",2
216.004528352243,416.21096184929,2,walk,"2",2
217.004521740738,416.214598188884,2,walk,"2",2
218.004515129233,416.218234528479,2,walk,"2",2
219.004508517729,416.221870868073,2,walk,"2",2
220.004501906224,416.225507207668,2,walk,"2",2
221.004495294719,416.229143547262,2,walk,"2",2
222.004488683215,416.232779886857,2,walk,"2",2
223.00448207171,416.236416226451,2,walk,"2",2
224.004475460205,416.240052566046,2,walk,"2",2
225.004468848701,416.24368890564,2,walk,"2",2
226.004462237196,416.247325245235,2,walk,"2",2
227.004455625691,416.250961584829,2,walk,"2",2
228.004449014186,416.254597924424,2,walk,"2",2
229.004442402682,416.258234264018,2,walk,"2",2
230.004435791177,416.261870603613,2,walk,"2",2
231.004429179672,416.265506943208,2,walk,"2",2
232.004422568168,416.269143282802,2,walk,"2",2
233.004415956663,416.272779622397,2,walk,"2",2
234.004409345158,416.276415961991,2,walk,"2",2
212.636266600795,416.277996452512,3,walk,"3",1
212.624639479833,417.277928855257,3,walk,"3",1
212.613012358871,418.277861258001,3,walk,"3",1
212.601385237909,419.277793660745,3,walk,"3",1
212.589758116947,420.27772606349,3,walk,"3",1
212.578130995985,421.277658466234,3,walk,"3",1
212.566503875022,422.277590868978,3,walk,"3",1
212.55487675406,423.277523271723,3,walk,"3",1
212.543249633098,424.277455674467,3,walk,"3",1
212.531622512136,425.277388077211,3,walk,"3",1
212.519995391174,426.277320479956,3,walk,"3",1
212.508368270212,427.2772528827,3,walk,"3",1
212.496741149249,428.277185285445,3,walk,"3",1
212.496505205682,424.104634578846,4,walk,"4",1
211.496880299469,424.077247595114,4,walk,"4",1
210.497255393255,424.049860611382,4,walk,"4",1
209.497630487042,424.02247362765,4,walk,"4",1
208.498005580829,423.995086643918,4,walk,"4",1
207.498380674615,423.967699660186,4,walk,"4",1
206.498755768402,423.940312676455,4,walk,"4",1
205.499130862189,423.912925692723,4,walk,"4",1
204.499505955975,423.885538708991,4,walk,"4",1
203.499881049762,423.858151725259,4,walk,"4",1
202.500256143549,423.830764741527,4,walk,"4",1
212.496505205682,428.017953642013,5,walk,"5",1
213.496505205682,428.017953642013,5,walk,"5",1
214.496505205682,428.017953642013,5,walk,"5",1
215.496505205682,428.017953642013,5,walk,"5",1
216.496505205682,428.017953642013,5,walk,"5",1
217.496505205682,428.017953642013,5,walk,"5",1
218.496505205682,428.017953642013,5,walk,"5",1
219.496505205682,428.017953642013,5,walk,"5",1
220.496505205682,428.017953642013,5,walk,"5",1
221.496505205682,428.017953642013,5,walk,"5",1
222.496505205682,428.017953642013,5,walk,"5",1
223.122872510219,427.639846462968,5,walk,"5",1
223.134776428622,426.639917317115,5,walk,"5",1
223.146680347025,425.639988171262,5,walk,"5",1
223.158584265428,424.640059025409,5,walk,"5",1
223.170488183831,423.640129879556,5,walk,"5",1
223.182392102234,422.640200733702,5,walk,"5",1
223.194296020637,421.640271587849,5,walk,"5",1
223.20619993904,420.640342441996,5,walk,"5",1
223.218103857443,419.640413296143,5,walk,"5",1
223.230007775846,418.64048415029,5,walk,"5",1
223.241911694249,417.640555004437,5,walk,"5",1
223.253815612652,416.640625858583,5,walk,"5",1
206.067481030479,416.277996452512,6,walk,"6",1
206.067481030479,415.277996452512,6,walk,"6",1
206.067481030479,414.277996452512,6,walk,"6",1
206.067481030479,413.277996452512,6,walk,"6",1
206.067481030479,412.277996452512,6,walk,"6",1
206.067481030479,411.277996452512,6,walk,"6",1
206.067481030479,410.277996452512,6,walk,"6",1
212.636266600795,416.277996452512,7,walk,"7",1
212.636266600795,415.277996452512,7,walk,"7",1
212.636266600795,414.277996452512,7,walk,"7",1
212.636266600795,413.277996452512,7,walk,"7",1
212.636266600795,412.277996452512,7,walk,"7",1
212.636266600795,411.277996452512,7,walk,"7",1
212.636266600795,410.277996452512,7,walk,"7",1
223.118371234278,416.277996452512,8,walk,"8",1
223.140105229687,415.278232663688,8,walk,"8",1
223.161839225096,414.278468874864,8,walk,"8",1
223.183573220506,413.27870508604,8,walk,"8",1
223.205307215915,412.278941297216,8,walk,"8",1
223.227041211324,411.279177508393,8,walk,"8",1
223.248775206733,410.279413719569,8,walk,"8",1
195.864899187223,423.126304813054,9,walk,"9",1
194.865211540815,423.101312621894,9,walk,"9",1
193.865523894407,423.076320430734,9,walk,"9",1
192.865836247999,423.051328239573,9,walk,"9",1
191.866148601591,423.026336048413,9,walk,"9",1
190.866460955182,423.001343857253,9,walk,"9",1
