X,Y,id,type,name,floor,distance,angle
223.158584265428,424.640059025409,5,walk,"5",1,14,179.317939606827
223.170488183831,423.640129879556,5,walk,"5",1,15,179.317939606827
223.182392102234,422.640200733702,5,walk,"5",1,16,179.317939606827
223.194296020637,421.640271587849,5,walk,"5",1,17,179.317939606827
223.20619993904,420.640342441996,5,walk,"5",1,18,179.317939606827
223.218103857443,419.640413296143,5,walk,"5",1,19,179.317939606827
223.230007775846,418.64048415029,5,walk,"5",1,20,179.317939606827
223.241911694249,417.640555004437,5,walk,"5",1,21,179.317939606827
223.253815612652,416.640625858583,5,walk,"5",1,22,179.317939606827
206.067481030479,416.277996452512,6,walk,"6",1,0,180
206.067481030479,415.277996452512,6,walk,"6",1,1,180
206.067481030479,414.277996452512,6,walk,"6",1,2,180
206.067481030479,413.277996452512,6,walk,"6",1,3,180
206.067481030479,412.277996452512,6,walk,"6",1,4,180
206.067481030479,411.277996452512,6,walk,"6",1,5,180
206.067481030479,410.277996452512,6,walk,"6",1,6,180
212.636266600795,416.277996452512,7,walk,"7",1,0,180
212.636266600795,415.277996452512,7,walk,"7",1,1,180
212.636266600795,414.277996452512,7,walk,"7",1,2,180
212.636266600795,413.277996452512,7,walk,"7",1,3,180
212.636266600795,412.277996452512,7,walk,"7",1,4,180
212.636266600795,411.277996452512,7,walk,"7",1,5,180
212.636266600795,410.277996452512,7,walk,"7",1,6,180
223.118371234278,416.277996452512,8,walk,"8",1,0,178.754635733232
223.140105229687,415.278232663688,8,walk,"8",1,1,178.754635733232
223.161839225096,414.278468874864,8,walk,"8",1,2,178.754635733232
223.183573220506,413.27870508604,8,walk,"8",1,3,178.754635733232
223.205307215915,412.278941297216,8,walk,"8",1,4,178.754635733232
223.227041211324,411.279177508393,8,walk,"8",1,5,178.754635733232
223.248775206733,410.279413719569,8,walk,"8",1,6,178.754635733232
195.864899187223,423.126304813054,9,walk,"9",1,0,268.567903815835
194.865211540815,423.101312621894,9,walk,"9",1,1,268.567903815835
193.865523894407,423.076320430734,9,walk,"9",1,2,268.567903815835
192.865836247999,423.051328239573,9,walk,"9",1,3,268.567903815835
191.866148601591,423.026336048413,9,walk,"9",1,4,268.567903815835
190.866460955182,423.001343857253,9,walk,"9",1,5,268.567903815835
