X,Y,id,type,name,floor
201.175832201521,405.446488331247,1,elevator,ลิฟท์ชั้น1,1
228.569065643689,406.005533911699,2,stairs,บันไดโรงจอดรถ,1
235.557135399344,431.581869217397,3,stairs,บันไดฝั่งขวา,1
196.982990348128,432.560198983188,4,stairs,บันไดฝั่งซ้าย,1
